,Unnamed: 0,abortion,crime_rate,dowjones,incarceration
1,-0.5,0.1213631465517219,-0.24053458408679865,-0.03921222329144441,0.034722222222222224
2,-0.46774193548387094,0.09981142241379518,0.07140031645569576,-0.07176738402544619,-0.0763888888888889
3,-0.43548387096774194,0.17308728448275826,0.21968241410488287,-0.02376179289154295,0.14583333333333334
4,-0.4032258064516129,-0.07691271551724213,0.6157041139240504,-0.02198062269044022,0.2569444444444444
5,-0.3709677419354839,0.11274245689655121,-0.013590641952983937,-0.06046847362434121,0.034722222222222224
6,-0.3387096774193548,0.49636314655172326,0.3091941681735987,-0.03699639058265409,0.2569444444444444
7,-0.3064516129032258,0.03515624999999974,0.29291930379746783,0.0075824246031753195,0.5902777777777778
8,-0.27419354838709675,0.569639008620691,0.6220332278481016,-0.08087056383829182,0.14583333333333334
9,-0.24193548387096775,-0.2665678879310355,0.31371496383363484,0.001369634707671574,0.14583333333333334
10,-0.20967741935483872,-0.059671336206896165,0.05060465641952982,-0.049238656725773225,0.14583333333333334
11,-0.1774193548387097,-0.1157058189655179,-0.04071541591320094,-0.008954531742322008,0.14583333333333334
12,-0.14516129032258066,-0.4303609913793091,-0.24776785714285712,-0.05576176871051292,0.3680555555555556
13,-0.11290322580645161,-0.3657058189655168,-0.20798485533453906,0.09526670728727978,0.3680555555555556
14,-0.08064516129032258,0.19463900862068956,-0.37796677215189856,0.10135385340248748,0.034722222222222224
15,-0.04838709677419355,-0.025188577586207298,-0.17633928571428592,0.11753795203798188,0.2569444444444444
16,-0.016129032258064516,0.05670797413793105,-0.33727961121157307,0.09407454798433346,0.14583333333333334
17,0.016129032258064516,0.17308728448275826,-0.3481295207956601,0.2250263595802456,0.2569444444444444
18,0.04838709677419355,0.18601831896551735,-0.09406080470162748,-0.1550740676956824,-0.4097222222222222
19,0.08064516129032258,0.013604525862069968,0.03704226943942132,-0.16199272588237265,-0.1875
20,0.11290322580645161,0.00929418103448154,-0.03619462025316478,-0.27686850984855543,0.034722222222222224
21,0.14516129032258066,0.03515624999999974,-0.1130481464737791,0.19947659918033359,0.034722222222222224
22,0.1774193548387097,-0.05105064655172395,-0.05879859855334563,-0.024516758959057427,-0.0763888888888889
23,0.20967741935483872,0.026535560344827527,0.10756668173598562,-0.0740836525970782,0.034722222222222224
24,0.24193548387096775,0.4403286637931031,0.1482538426763111,0.15342184528490296,-0.0763888888888889
25,0.27419354838709675,-0.1415678879310345,-0.0126864828209765,0.034845503136223546,-0.1875
26,0.3064516129032258,0.16446659482758605,-0.06422355334538868,-0.6296605926436587,-0.1875
27,0.3387096774193548,-0.3441540948275854,-0.1862850361663657,0.14161543723524933,-0.4097222222222222
28,0.3709677419354839,-0.219154094827586,-0.1926141500904157,0.07853250014020438,-0.4097222222222222
29,0.4032258064516129,-0.18467133620689558,-0.10219823688969233,0.014543893880228524,-0.4097222222222222
30,0.43548387096774194,-0.2277747844827582,0.06145456600361651,0.04551133416137096,-0.4097222222222222
31,0.46774193548387094,-0.27518857758620613,-0.023536392405063195,0.37033940735634135,-0.2986111111111111
32,0.5,-0.12432650862069007,0.02438404159131975,0.09071071577114423,-0.2986111111111111
